,SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE,YFTicker,EPS
1140,PALASHSECU,Palash Securities Limited,EQ,28-Jul-17,10,1,INE471W01019,10,PALASHSECU.NS,-12.83
1141,PALREDTEC,Palred Technologies Limited,EQ,09-May-16,10,1,INE218G01033,10,PALREDTEC.NS,1.72
1142,PANACEABIO,Panacea Biotec Limited,EQ,17-Apr-96,1,1,INE922B01023,1,PANACEABIO.NS,-24.107
1143,PANACHE,Panache Digilife Limited,EQ,06-Jan-20,10,1,INE895W01019,10,PANACHE.NS,2.21
1144,PANAMAPET,Panama Petrochem Limited,EQ,30-Sep-11,2,1,INE305C01029,2,PANAMAPET.NS,22.37
1145,PANSARI,Pansari Developers Limited,EQ,18-Oct-21,10,1,INE697V01011,10,PANSARI.NS,
1146,PAR,Par Drugs And Chemicals Limited,EQ,16-Sep-21,10,1,INE04LG01015,10,PAR.NS,
1147,PARACABLES,Paramount Communications Limited,EQ,03-Jan-07,2,1,INE074B01023,2,PARACABLES.NS,1.24
1148,PARAGMILK,Parag Milk Foods Limited,EQ,19-May-16,10,1,INE883N01014,10,PARAGMILK.NS,2.46
1149,PARAS,Paras Defence and Space Technologies Limited,EQ,01-Oct-21,10,1,INE045601015,10,PARAS.NS,
1150,PARSVNATH,Parsvnath Developers Limited,EQ,30-Nov-06,5,1,INE561H01026,5,PARSVNATH.NS,-8.756
1151,PASUPTAC,Pasupati Acrylon Limited,EQ,12-Oct-21,10,1,INE818B01023,10,PASUPTAC.NS,0
1152,PATELENG,Patel Engineering Limited,EQ,24-Feb-05,1,1,INE244B01030,1,PATELENG.NS,-5.478
1153,PATINTLOG,Patel Integrated Logistics Limited,EQ,11-Jan-08,10,1,INE529D01014,10,PATINTLOG.NS,0.03
1154,PATSPINLTD,Patspin India Limited,EQ,10-May-95,10,1,INE790C01014,10,PATSPINLTD.NS,-9.608
1155,PBAINFRA,PBA Infrastructure Limited,EQ,24-Nov-05,10,1,INE160H01019,10,PBAINFRA.NS,2.032
1156,PCJEWELLER,PC Jeweller Limited,EQ,27-Dec-12,10,1,INE785M01013,10,PCJEWELLER.NS,1.53
1157,PDMJEPAPER,Pudumjee Paper Products Limited,EQ,30-Mar-16,1,1,INE865T01018,1,PDMJEPAPER.NS,3.16
1158,PDSMFL,PDS Multinational Fashions Limited,EQ,21-Oct-14,10,1,INE111Q01013,10,PDSMFL.NS,32.37
1159,PEARLPOLY,Pearl Polymers Limited,EQ,11-Oct-95,10,1,INE844A01013,10,PEARLPOLY.NS,-5.972
1160,PEL,Piramal Enterprises Limited,EQ,08-Feb-95,2,1,INE140A01024,2,PEL.NS,55.68
1161,PENIND,Pennar Industries Limited,EQ,25-Nov-10,5,1,INE932A01024,5,PENIND.NS,-2.086
1162,PENINLAND,Peninsula Land Limited,EQ,08-Feb-95,2,1,INE138A01028,2,PENINLAND.NS,-9.327
1163,PERSISTENT,Persistent Systems Limited,EQ,06-Apr-10,10,1,INE262H01013,10,PERSISTENT.NS,58.97
1164,PETRONET,Petronet LNG Limited,EQ,26-Mar-04,10,1,INE347G01014,10,PETRONET.NS,19.59
1165,PFC,Power Finance Corporation Limited,EQ,23-Feb-07,10,1,INE134E01011,10,PFC.NS,44.5
1166,PFIZER,Pfizer Limited,EQ,28-Apr-99,10,1,INE182A01018,10,PFIZER.NS,108.77
1167,PFOCUS,Prime Focus Limited,EQ,20-Jun-06,1,1,INE367G01038,1,PFOCUS.NS,-0.282
1168,PFS,PTC India Financial Services Limited,EQ,30-Mar-11,10,1,INE560K01014,10,PFS.NS,0.4
1169,PGEL,PG Electroplast Limited,EQ,26-Sep-11,10,1,INE457L01011,10,PGEL.NS,-0.896
1170,PGHH,Procter & Gamble Hygiene and Health Care Limited,EQ,07-Jul-04,10,1,INE179A01014,10,PGHH.NS,207.024
1171,PGHL,Procter & Gamble Health Limited,EQ,24-Apr-96,10,1,INE199A01012,10,PGHL.NS,113.469
1172,PGIL,Pearl Global Industries Limited,EQ,15-Feb-07,10,1,INE940H01014,10,PGIL.NS,7.97
1173,PHILIPCARB,Phillips Carbon Black Limited,EQ,29-Mar-95,2,1,INE602A01023,2,PHILIPCARB.NS,18.199
1174,PHOENIXLTD,The Phoenix Mills Limited,EQ,23-Apr-07,2,1,INE211B01039,2,PHOENIXLTD.NS,2.102
1175,PIDILITIND,Pidilite Industries Limited,EQ,29-Mar-95,1,1,INE318A01026,1,PIDILITIND.NS,22.24
1176,PIIND,PI Industries Limited,EQ,15-Jun-11,1,1,INE603J01030,1,PIIND.NS,49.89
1177,PILANIINVS,Pilani Investment and Industries Corporation Limited,EQ,08-Dec-15,10,1,INE417C01014,10,PILANIINVS.NS,101.331
1178,PILITA,PIL ITALICA LIFESTYLE LIMITED,EQ,07-Oct-13,1,1,INE600A01035,1,PILITA.NS,0.158
1179,PIONDIST,Pioneer Distilleries Limited,EQ,15-Jun-10,10,1,INE889E01010,10,PIONDIST.NS,-74.73
1180,PIONEEREMB,Pioneer Embroideries Limited,EQ,16-May-06,10,1,INE156C01018,10,PIONEEREMB.NS,7.06
1181,PITTIENG,Pitti Engineering Limited,EQ,02-Feb-07,5,1,INE450D01021,5,PITTIENG.NS,8.97
1182,PKTEA,The Peria Karamalai Tea & Produce Company Limited,BE,19-Aug-15,10,1,INE431F01018,10,PKTEA.NS,36.83
1183,PLASTIBLEN,Plastiblends India Limited,EQ,28-Dec-06,5,1,INE083C01022,5,PLASTIBLEN.NS,14.37
1184,PNB,Punjab National Bank,EQ,24-Apr-02,2,1,INE160A01022,2,PNB.NS,2.64
1185,PNBGILTS,PNB Gilts Limited,EQ,18-Sep-00,10,1,INE859A01011,10,PNBGILTS.NS,31.518
1186,PNBHOUSING,PNB Housing Finance Limited,EQ,07-Nov-16,10,1,INE572E01012,10,PNBHOUSING.NS,55.26
1187,PNC,Pritish Nandy Communications Limited,EQ,11-Dec-00,10,1,INE392B01011,10,PNC.NS,-1.018
1188,PNCINFRA,PNC Infratech Limited,EQ,26-May-15,2,1,INE195J01029,2,PNCINFRA.NS,17.03
1189,PODDARHOUS,Poddar Housing and Development Limited,EQ,10-Apr-17,10,1,INE888B01018,10,PODDARHOUS.NS,-3.1
1190,PODDARMENT,Poddar Pigments Limited,EQ,22-Nov-16,10,1,INE371C01013,10,PODDARMENT.NS,18.2
1191,POKARNA,Pokarna Limited,EQ,07-Jul-16,2,1,INE637C01025,2,POKARNA.NS,9.12
1192,POLYCAB,Polycab India Limited,EQ,16-Apr-19,10,1,INE455K01017,10,POLYCAB.NS,54.427
1193,POLYMED,Poly Medicure Limited,EQ,07-Dec-11,5,1,INE205C01021,5,POLYMED.NS,15.24
1194,POLYPLEX,Polyplex Corporation Limited,EQ,11-Apr-03,10,1,INE633B01018,10,POLYPLEX.NS,129.452
1195,PONNIERODE,Ponni Sugars (Erode) Limited,EQ,16-Apr-02,10,1,INE838E01017,10,PONNIERODE.NS,29.84
1196,POONAWALLA,Poonawalla Fincorp Limited,EQ,27-Apr-04,2,1,INE511C01022,2,POONAWALLA.NS,0
1197,POWERGRID,Power Grid Corporation of India Limited,EQ,05-Oct-07,10,1,INE752E01010,10,POWERGRID.NS,23.01
1198,POWERINDIA,ABB Power Products and Systems India Limited,EQ,30-Mar-20,2,1,INE07Y701011,2,POWERINDIA.NS,25.976
1199,POWERMECH,Power Mech Projects Limited,EQ,26-Aug-15,10,1,INE211R01019,10,POWERMECH.NS,-33.936
1200,PPAP,PPAP Automotive Limited,EQ,11-Jan-08,10,1,INE095I01015,10,PPAP.NS,0.652
1201,PPL,Prakash Pipes Limited,EQ,14-Jun-19,10,1,INE050001010,10,PPL.NS,16.41
1202,PRAENG,Prajay Engineers Syndicate Limited,EQ,02-Jan-07,10,1,INE505C01016,10,PRAENG.NS,-1.786
1203,PRAJIND,Praj Industries Limited,BE,11-Oct-95,2,1,INE074A01025,2,PRAJIND.NS,4.42
1204,PRAKASH,Prakash Industries Limited,EQ,10-May-95,10,1,INE603A01013,10,PRAKASH.NS,5.27
1205,PRAKASHSTL,Prakash Steelage Limited,EQ,25-Aug-10,1,1,INE696K01024,1,PRAKASHSTL.NS,-0.149
1206,PRAXIS,Praxis Home Retail Limited,BE,31-Jan-18,5,1,INE546Y01022,5,PRAXIS.NS,-41.726
1207,PRECAM,Precision Camshafts Limited,EQ,08-Feb-16,10,1,INE484I01029,10,PRECAM.NS,0.24
1208,PRECOT,Precot Limited,EQ,19-Aug-05,10,1,INE283A01014,10,PRECOT.NS,2.582
1209,PRECWIRE,Precision Wires India Limited,EQ,06-Sep-95,5,1,INE372C01029,5,PRECWIRE.NS,12.94
1210,PREMEXPLN,Premier Explosives Limited,EQ,17-Jun-16,10,1,INE863B01011,10,PREMEXPLN.NS,-14.668
1211,PREMIER,Premier Limited,EQ,03-Apr-96,10,1,INE342A01018,10,PREMIER.NS,-29.007
1212,PREMIERPOL,Premier Polyfilm Limited,EQ,13-Dec-95,5,1,INE309M01012,5,PREMIERPOL.NS,2.727
1213,PRESSMN,Pressman Advertising Limited,EQ,05-Jan-05,2,1,INE980A01023,2,PRESSMN.NS,2.246
1214,PRESTIGE,Prestige Estates Projects Limited,EQ,27-Oct-10,10,1,INE811K01011,10,PRESTIGE.NS,36.32
1215,PRICOLLTD,Pricol Limited,EQ,10-Feb-17,1,1,INE726V01018,1,PRICOLLTD.NS,3.81
1216,PRIMESECU,Prime Securities Limited,EQ,17-Jun-05,5,1,INE032B01021,5,PRIMESECU.NS,1.287
1217,PRINCEPIPE,Prince Pipes And Fittings Limited,EQ,30-Dec-19,10,1,INE689W01016,10,PRINCEPIPE.NS,20.15
1218,PRITIKAUTO,Pritika Auto Industries Limited,EQ,10-Aug-21,2,1,INE583R01029,2,PRITIKAUTO.NS,0
1219,PRIVISCL,Privi Speciality Chemicals Limited,EQ,08-May-15,10,1,INE959A01019,10,PRIVISCL.NS,29.93
1220,PROINDIA,Proseed India Limited,BE,19-May-21,1,1,INE217G01035,1,PROINDIA.NS,-0.444
1221,PROZONINTU,Prozone Intu Properties Limited,EQ,12-Sep-12,2,1,INE195N01013,2,PROZONINTU.NS,-1.715
1222,PRSMJOHNSN,Prism Johnson Limited,EQ,20-Aug-03,10,1,INE010A01011,10,PRSMJOHNSN.NS,3.4
1223,PSB,Punjab & Sind Bank,EQ,30-Dec-10,10,1,INE608A01012,10,PSB.NS,-35.71
1224,PSPPROJECT,PSP Projects Limited,EQ,29-May-17,10,1,INE488V01015,10,PSPPROJECT.NS,20.525
1225,PTC,PTC India Limited,EQ,07-Apr-04,10,1,INE877F01012,10,PTC.NS,14.377
1226,PTL,PTL Enterprises Limited,EQ,29-Jan-07,2,1,INE034D01031,2,PTL.NS,10.58
1227,PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,EQ,08-Mar-07,10,1,INE277B01014,10,PUNJABCHEM.NS,40.03
1228,PUNJLLOYD,Punj Lloyd Limited,BZ,06-Jan-06,2,1,INE701B01021,2,PUNJLLOYD.NS,-2.05
1229,PURVA,Puravankara Limited,EQ,30-Aug-07,5,1,INE323I01011,5,PURVA.NS,-0.554
1230,PVP,PVP Ventures Limited,EQ,03-Apr-96,10,1,INE362A01016,10,PVP.NS,-4.087
1231,PVR,PVR Limited,EQ,04-Jan-06,10,1,INE191H01014,10,PVR.NS,-135.64
1232,QUESS,Quess Corp Limited,EQ,12-Jul-16,10,1,INE615P01015,10,QUESS.NS,3.87
1233,QUICKHEAL,Quick Heal Technologies Limited,EQ,18-Feb-16,10,1,INE306L01010,10,QUICKHEAL.NS,16.65
1234,RADAAN,Radaan Mediaworks India Limited,EQ,27-Feb-03,2,1,INE874F01027,2,RADAAN.NS,-1.702
1235,RADICO,Radico Khaitan Limited,EQ,18-Jun-03,2,1,INE944F01028,2,RADICO.NS,20.74
1236,RADIOCITY,Music Broadcast Limited,EQ,17-Mar-17,2,1,INE919I01024,2,RADIOCITY.NS,-0.7
1237,RAILTEL,Railtel Corporation Of India Limited,EQ,26-Feb-21,10,1,INE0DD101019,10,RAILTEL.NS,4.296
1238,RAIN,Rain Industries Limited,EQ,03-Mar-08,2,1,INE855B01025,2,RAIN.NS,19.554
1239,RAJESHEXPO,Rajesh Exports Limited,EQ,09-Feb-00,1,1,INE343B01030,1,RAJESHEXPO.NS,27.928
1240,RAJMET,Rajnandini Metal Limited,EQ,16-Feb-21,10,1,INE00KV01014,10,RAJMET.NS,4.12
1241,RAJRATAN,Rajratan Global Wire Limited,BE,22-May-20,10,1,INE451D01011,10,RAJRATAN.NS,52.32
1242,RAJSREESUG,Rajshree Sugars & Chemicals Limited,EQ,29-Mar-95,10,1,INE562B01019,10,RAJSREESUG.NS,-14.231
1243,RAJTV,Raj Television Network Limited,EQ,16-Mar-07,5,1,INE952H01027,5,RAJTV.NS,-1.421
1244,RALLIS,Rallis India Limited,EQ,01-Apr-99,1,1,INE613A01020,1,RALLIS.NS,11.75
1245,RAMANEWS,Shree Rama Newsprint Limited,EQ,20-Sep-06,10,1,INE278B01020,10,RAMANEWS.NS,-5.22
1246,RAMASTEEL,Rama Steel Tubes Limited,EQ,19-Aug-15,5,1,INE230R01027,5,RAMASTEEL.NS,6.52
1247,RAMCOCEM,The Ramco Cements Limited,EQ,09-Apr-97,1,1,INE331A01037,1,RAMCOCEM.NS,34
1248,RAMCOIND,Ramco Industries Limited,EQ,06-Nov-96,1,1,INE614A01028,1,RAMCOIND.NS,33.38
1249,RAMCOSYS,Ramco Systems Limited,EQ,12-Apr-00,10,1,INE246B01019,10,RAMCOSYS.NS,18.2
1250,RAMKY,Ramky Infrastructure Limited,EQ,08-Oct-10,10,1,INE874I01013,10,RAMKY.NS,2.83
1251,RANASUG,Rana Sugars Limited,EQ,24-Feb-05,10,1,INE625B01014,10,RANASUG.NS,10.27
1252,RANEENGINE,Rane Engine Valve Limited,EQ,24-Jun-08,10,1,INE222J01013,10,RANEENGINE.NS,-9.06
1253,RANEHOLDIN,Rane Holdings Limited,EQ,24-Sep-97,10,1,INE384A01010,10,RANEHOLDIN.NS,-20.457
1254,RATNAMANI,Ratnamani Metals & Tubes Limited,EQ,09-May-06,2,1,INE703B01027,2,RATNAMANI.NS,59.07
1255,RAYMOND,Raymond Limited,EQ,18-Oct-95,10,1,INE301A01014,10,RAYMOND.NS,-63.814
1256,RBL,Rane Brake Lining Limited,EQ,20-Jun-08,10,1,INE244J01017,10,RBL.NS,40.45
1257,RBLBANK,RBL Bank Limited,EQ,31-Aug-16,10,1,INE976G01028,10,RBLBANK.NS,9.68
1258,RCF,Rashtriya Chemicals and Fertilizers Limited,EQ,07-Jan-98,10,1,INE027A01015,10,RCF.NS,6.8
1259,RCOM,Reliance Communications Limited,EQ,06-Mar-06,5,1,INE330H01018,5,RCOM.NS,-21.215
1260,RECLTD,REC Limited,EQ,12-Mar-08,10,1,INE020B01018,10,RECLTD.NS,42.423
1261,REDINGTON,Redington (India) Limited,EQ,15-Feb-07,2,1,INE891D01026,2,REDINGTON.NS,19.4
1262,REFEX,Refex Industries Limited,EQ,03-Dec-09,10,1,INE056I01017,10,REFEX.NS,14.618
1263,RELAXO,Relaxo Footwears Limited,EQ,17-Jun-11,1,1,INE131B01039,1,RELAXO.NS,9.7
1264,RELCAPITAL,Reliance Capital Limited,BE,29-Nov-95,10,1,INE013A01015,10,RELCAPITAL.NS,-369.82
1265,RELIANCE,Reliance Industries Limited,EQ,29-Nov-95,10,1,INE002A01018,10,RELIANCE.NS,75.207
1266,RELIGARE,Religare Enterprises Limited,EQ,21-Nov-07,10,1,INE621H01010,10,RELIGARE.NS,-32.133
1267,RELINFRA,Reliance Infrastructure Limited,BE,08-Feb-95,10,1,INE036A01016,10,RELINFRA.NS,-20.24
1268,REMSONSIND,Remsons Industries Limited,EQ,31-Jan-96,10,1,INE474C01015,10,REMSONSIND.NS,4.419
1269,RENUKA,Shree Renuka Sugars Limited,EQ,31-Oct-05,1,1,INE087H01022,1,RENUKA.NS,-1.088
1270,REPCOHOME,Repco Home Finance Limited,EQ,01-Apr-13,10,1,INE612J01015,10,REPCOHOME.NS,46.507
1271,REPL,Rudrabhishek Enterprises Limited,EQ,14-Dec-20,10,1,INE364Z01019,10,REPL.NS,5.107
1272,REPRO,Repro India Limited,EQ,22-Dec-05,10,1,INE461B01014,10,REPRO.NS,-29.777
1273,RESPONIND,Responsive Industries Limited,EQ,29-Oct-10,1,1,INE688D01026,1,RESPONIND.NS,1.54
1274,REVATHI,Revathi Equipment Limited,EQ,11-Aug-05,10,1,INE617A01013,10,REVATHI.NS,35.233
1275,RGL,Renaissance Global Limited,EQ,12-Dec-07,10,1,INE722H01016,10,RGL.NS,24.774
1276,RHFL,Reliance Home Finance Limited,EQ,22-Sep-17,10,1,INE217K01011,10,RHFL.NS,-31.33
1277,RHIM,RHI MAGNESITA INDIA LIMITED,EQ,12-Mar-12,1,1,INE743M01012,1,RHIM.NS,
1278,RICOAUTO,Rico Auto Industries Limited,EQ,12-May-03,1,1,INE209B01025,1,RICOAUTO.NS,-2.131
1279,RIIL,Reliance Industrial Infrastructure Limited,EQ,29-Nov-95,10,1,INE046A01015,10,RIIL.NS,6.39
1280,RITES,RITES Limited,EQ,02-Jul-18,10,1,INE320J01015,10,RITES.NS,17.54
1281,RKDL,Ravi Kumar Distilleries Limited,EQ,27-Dec-10,10,1,INE722J01012,10,RKDL.NS,-2.647
1282,RKEC,RKEC Projects Limited,EQ,18-Dec-20,10,1,INE786W01010,10,RKEC.NS,10.76
1283,RKFORGE,Ramkrishna Forgings Limited,EQ,05-May-04,10,1,INE399G01015,10,RKFORGE.NS,6.44
1284,RMCL,Radha Madhav Corporation Limited,BZ,26-Nov-07,10,1,INE172H01014,10,RMCL.NS,-4.913
1285,RML,Rane (Madras) Limited,EQ,30-Aug-05,10,1,INE050H01012,10,RML.NS,-41.97
1286,RNAVAL,Reliance Naval and Engineering Limited,BZ,09-Oct-09,10,1,INE542F01012,10,RNAVAL.NS,-26.782
1287,ROHITFERRO,Rohit Ferro-Tech Limited,BE,13-Apr-06,10,1,INE248H01012,10,ROHITFERRO.NS,-59.582
1288,ROHLTD,Royal Orchid Hotels Limited,BE,06-Feb-06,10,1,INE283H01019,10,ROHLTD.NS,-11.84
1289,ROLEXRINGS,Rolex Rings Limited,EQ,09-Aug-21,10,1,INE645S01016,10,ROLEXRINGS.NS,
1290,ROLLT,Rollatainers Limited,EQ,22-Nov-16,1,1,INE927A01040,1,ROLLT.NS,-1.207
1291,ROLTA,Rolta India Limited,BZ,01-Mar-95,10,1,INE293A01013,10,ROLTA.NS,-180.501
1292,ROML,Raj Oil Mills Limited,BE,06-Oct-20,10,1,INE294G01026,10,ROML.NS,0
1293,ROSSARI,Rossari Biotech Limited,EQ,23-Jul-20,2,1,INE02A801020,2,ROSSARI.NS,15.47
1294,ROSSELLIND,Rossell India Limited,EQ,25-Sep-12,2,1,INE847C01020,2,ROSSELLIND.NS,10.069
1295,ROUTE,ROUTE MOBILE LIMITED,EQ,21-Sep-20,10,1,INE450U01017,10,ROUTE.NS,24.23
1296,RPGLIFE,RPG Life Sciences Limited,EQ,10-Jun-08,8,1,INE105J01010,8,RPGLIFE.NS,24.19
1297,RPOWER,Reliance Power Limited,EQ,11-Feb-08,10,1,INE614G01033,10,RPOWER.NS,0.815
1298,RPPINFRA,R.P.P. Infra Projects Limited,EQ,06-Dec-10,10,1,INE324L01013,10,RPPINFRA.NS,6.554
1299,RPSGVENT,RPSG VENTURES LIMITED,EQ,25-Jan-19,10,1,INE425Y01011,10,RPSGVENT.NS,-36.09
1300,RSSOFTWARE,R. S. Software (India) Limited,EQ,19-May-99,5,1,INE165B01029,5,RSSOFTWARE.NS,-7.8
1301,RSWM,RSWM Limited,EQ,15-Feb-95,10,1,INE611A01016,10,RSWM.NS,8.84
1302,RSYSTEMS,R Systems International Limited,EQ,26-Apr-06,1,1,INE411H01032,1,RSYSTEMS.NS,8.141
1303,RTNINDIA,RattanIndia Enterprises Limited,EQ,30-Jul-12,2,1,INE834M01019,2,RTNINDIA.NS,0
1304,RTNPOWER,RattanIndia Power Limited,EQ,30-Oct-09,10,1,INE399K01017,10,RTNPOWER.NS,-1.88
1305,RUBYMILLS,The Ruby Mills Limited,EQ,29-Mar-95,5,1,INE301D01026,5,RUBYMILLS.NS,9.033
1306,RUCHI,Ruchi Soya Industries Limited,EQ,24-Jan-20,2,1,INE619A01035,2,RUCHI.NS,10.994
1307,RUCHINFRA,Ruchi Infrastructure Limited,BE,16-Oct-96,1,1,INE413B01023,1,RUCHINFRA.NS,-0.426
1308,RUCHIRA,Ruchira Papers Limited,EQ,20-Dec-06,10,1,INE803H01014,10,RUCHIRA.NS,2.06
1309,RUPA,Rupa & Company Limited,EQ,07-Dec-11,1,1,INE895B01021,1,RUPA.NS,22.04
1310,RUSHIL,Rushil Decor Limited,EQ,07-Jul-11,10,1,INE573K01017,10,RUSHIL.NS,4.7
1311,RVHL,Ravinder Heights Limited,EQ,18-Dec-20,1,1,INE09E501017,1,RVHL.NS,
1312,RVNL,Rail Vikas Nigam Limited,EQ,11-Apr-19,10,1,INE415G01027,10,RVNL.NS,4.099
1313,S&SPOWER,S&S Power Switchgears Limited,EQ,27-Sep-95,10,1,INE902B01017,10,S&SPOWER.NS,
1314,SABEVENTS,Sab Events & Governance Now Media Limited,EQ,15-Sep-16,10,1,INE860T01019,10,SABEVENTS.NS,
1315,SADBHAV,Sadbhav Engineering Limited,EQ,01-Mar-06,1,1,INE226H01026,1,SADBHAV.NS,42.382
1316,SADBHIN,Sadbhav Infrastructure Project Limited,EQ,16-Sep-15,10,1,INE764L01010,10,SADBHIN.NS,30.329
1317,SAFARI,Safari Industries (India) Limited,EQ,12-Sep-19,2,1,INE429E01023,2,SAFARI.NS,-9.34
1318,SAGARDEEP,Sagardeep Alloys Limited,EQ,25-Jan-19,10,1,INE976T01013,10,SAGARDEEP.NS,-0.583
1319,SAGCEM,Sagar Cements Limited,EQ,29-Jan-07,2,1,INE229C01021,2,SAGCEM.NS,60.384
1320,SAIL,Steel Authority of India Limited,EQ,06-Jul-95,10,1,INE114A01011,10,SAIL.NS,8.023
1321,SAKAR,Sakar Healthcare Limited,EQ,11-Apr-19,10,1,INE732S01012,10,SAKAR.NS,6.87
1322,SAKHTISUG,Sakthi Sugars Limited,EQ,06-Sep-95,10,1,INE623A01011,10,SAKHTISUG.NS,-14.9
1323,SAKSOFT,Saksoft Limited,EQ,09-May-05,10,1,INE667G01015,10,SAKSOFT.NS,42.52
1324,SAKUMA,Sakuma Exports Limited,EQ,08-Mar-06,1,1,INE190H01024,1,SAKUMA.NS,0.516
1325,SALASAR,Salasar Techno Engineering Limited,EQ,25-Jul-17,10,1,INE170V01019,10,SALASAR.NS,22.15
1326,SALONA,Salona Cotspin Limited,EQ,16-Jun-16,10,1,INE498E01010,10,SALONA.NS,7.682
1327,SALSTEEL,S.A.L. Steel Limited,EQ,24-Nov-04,10,1,INE658G01014,10,SALSTEEL.NS,-0.555
1328,SALZERELEC,Salzer Electronics Limited,EQ,02-Dec-15,10,1,INE457F01013,10,SALZERELEC.NS,12.84
1329,SAMBHAAV,Sambhaav Media Limited,EQ,05-Jun-96,1,1,INE699B01027,1,SAMBHAAV.NS,0
1330,SANCO,Sanco Industries Limited,EQ,22-Nov-16,10,1,INE782L01012,10,SANCO.NS,0.28
1331,SANDESH,The Sandesh Limited,EQ,26-Nov-02,10,1,INE583B01015,10,SANDESH.NS,130.688
1332,SANDHAR,Sandhar Technologies Limited,EQ,02-Apr-18,10,1,INE278H01035,10,SANDHAR.NS,9.61
1333,SANGAMIND,Sangam (India) Limited,EQ,17-Jul-96,10,1,INE495C01010,10,SANGAMIND.NS,1.04
1334,SANGHIIND,Sanghi Industries Limited,EQ,10-May-95,10,1,INE999B01013,10,SANGHIIND.NS,3.11
1335,SANGHVIMOV,Sanghvi Movers Limited,EQ,24-Jan-07,2,1,INE989A01024,2,SANGHVIMOV.NS,-5.18
1336,SANGINITA,Sanginita Chemicals Limited,BE,15-Jul-19,10,1,INE753W01010,10,SANGINITA.NS,0.351
1337,SANOFI,Sanofi India Limited,EQ,19-May-03,10,1,INE058A01010,10,SANOFI.NS,233.647
1338,SANSERA,Sansera Engineering Limited,EQ,24-Sep-21,2,1,INE953O01021,2,SANSERA.NS,0
1339,SANWARIA,Sanwaria Consumer Limited,BZ,27-Mar-06,1,1,INE890C01046,1,SANWARIA.NS,-16.57
1340,SARDAEN,Sarda Energy & Minerals Limited,EQ,03-Dec-09,10,1,INE385C01013,10,SARDAEN.NS,104
1341,SAREGAMA,Saregama India Limited,BE,30-Jul-97,10,1,INE979A01017,10,SAREGAMA.NS,52.668
1342,SARLAPOLY,Sarla Performance Fibers Limited,EQ,19-Jan-07,1,1,INE453D01025,1,SARLAPOLY.NS,2.28
1343,SASKEN,Sasken Technologies Limited,EQ,09-Sep-05,10,1,INE231F01020,10,SASKEN.NS,76.26
1344,SASTASUNDR,Sastasundar Ventures Limited,EQ,05-Oct-10,10,1,INE019J01013,10,SASTASUNDR.NS,-4.438
1345,SATIA,Satia Industries Limited,EQ,17-Jul-19,1,1,INE170E01023,1,SATIA.NS,4.95
1346,SATIN,Satin Creditcare Network Limited,EQ,26-Aug-15,10,1,INE836B01017,10,SATIN.NS,-7.29
1347,SBCL,Shivalik Bimetal Controls Limited,EQ,24-Jun-21,2,1,INE386D01027,2,SBCL.NS,
1348,SBICARD,SBI Cards and Payment Services Limited,EQ,16-Mar-20,10,1,INE018E01016,10,SBICARD.NS,10.38
1349,SBILIFE,SBI Life Insurance Company Limited,EQ,03-Oct-17,10,1,INE123W01016,10,SBILIFE.NS,14.55
1350,SBIN,State Bank of India,EQ,01-Mar-95,1,1,INE062A01020,1,SBIN.NS,25.105
1351,SCAPDVR,Stampede Capital Limited,BE,10-Oct-17,1,1,INE224E01036,1,SCAPDVR.NS,-0.212
1352,SCHAEFFLER,Schaeffler India Limited,EQ,29-Nov-00,10,1,INE513A01014,10,SCHAEFFLER.NS,112.588
1353,SCHAND,S Chand And Company Limited,EQ,09-May-17,5,1,INE807K01035,5,SCHAND.NS,-12.203
1354,SCHNEIDER,Schneider Electric Infrastructure Limited,EQ,20-Mar-12,2,1,INE839M01018,2,SCHNEIDER.NS,-0.654
1355,SCI,Shipping Corporation Of India Limited,EQ,13-Aug-97,10,1,INE109A01011,10,SCI.NS,15.48
1356,SDBL,Som Distilleries & Breweries Limited,EQ,18-Mar-14,5,1,INE480C01020,5,SDBL.NS,-5.86
1357,SEAMECLTD,Seamec Limited,BE,28-Jun-95,10,1,INE497B01018,10,SEAMECLTD.NS,38.85
1358,SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,EQ,29-Jan-14,5,1,INE650K01021,5,SECURKLOUD.NS,-40.871
1359,SELAN,Selan Exploration Technology Limited,EQ,26-Sep-06,10,1,INE818A01017,10,SELAN.NS,1.232
1360,SELMC,SEL Manufacturing Company Limited,BE,26-Oct-21,10,1,INE105I01020,10,SELMC.NS,0
1361,SEPOWER,S.E. Power Limited,EQ,27-Jul-12,10,1,INE735M01018,10,SEPOWER.NS,-1.8
1362,SEQUENT,Sequent Scientific Limited,EQ,10-Mar-16,2,1,INE807F01027,2,SEQUENT.NS,3.899
1363,SERVOTECH,Servotech Power Systems Limited,EQ,02-Sep-21,10,1,INE782X01017,10,SERVOTECH.NS,-0.633
1364,SESHAPAPER,Seshasayee Paper and Boards Limited,EQ,29-Mar-95,2,1,INE630A01024,2,SESHAPAPER.NS,17.66
1365,SETCO,Setco Automotive Limited,EQ,01-Jul-16,2,1,INE878E01021,2,SETCO.NS,-5.247
